id,name,area,address,postcode,lon,lat,phone,capacity,women,usage,multi,theme,management,website,email,phone_enhanced,facebook,instagram,youtube,twitter,linkedin,contact_page,MuslimsInBritainData
2343,Madani Islamic Academy Online Quran Tajweed Course,Leeds,5 Heath Grove,LS11 8UJ,-1.5714154,53.7763696,07480 676283,Unavailable,not available,not available,False,not available,not available,https://madaniislamicacademy.com/registration-form/,madaniislamicacademy@gmail.com,not available,https://www.facebook.com/qurantajweedcourseonline,https://www.instagram.com/madaniislamicacademy/,https://www.youtube.com/channel/UC73-UFedUdKfG_FMGzmoUXQ,https://twitter.com/Madaniquran,https://www.linkedin.com/in/madani-islamic-academy-016311150/,https://madaniislamicacademy.com/contact-us/,False
2344,Park,Halifax,111 Lister Ln,HX1 5JZ,-1.8744035,53.7220894,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2345,Jummah Salah in New Board Room,London,Fulham Palace Rd,W6 8RF,-0.2196646,51.4868578,+44 20 3311 1056,Unavailable,not available,J,False,not available,not available,https://www.imperial.nhs.uk/patients-and-visitors/help-and-support/chaplaincy-and-faith-services,imperial.web@nhs.net,not available,https://www.facebook.com/ImperialNHS,https://www.instagram.com/imperialnhs/,https://www.youtube.com/channel/UC6GAw85QsfxgGc6-MeU1NhQ,https://twitter.com/ImperialNHS,https://www.linkedin.com/company/imperial-college-healthcare-nhs-trust,https://imperial.nhs.uk/contact-and-find-us,False
2346,Friday Prayer (Jummah Salah),Kilmarnock,"North Ayrshire & Arran N H S T, Kilmarnock Rd",KA2 0BE,-4.5403736,55.6140222,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2347,Pinner Hall friday mosque,Pinner,Chapel Ln,HA5 1AA,-0.3840283,51.5932407,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2348,Muslim Prayer Room,Liverpool,Unavailable,Unavailable,-2.8945411,53.3909582,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2349,Kingsbury Islamic Learning Centre,Edgware,"36, South Parade, Mollison Way",HA8 5QL,-0.278541,51.597747,+44 7443 473114,Unavailable,not available,not available,False,not available,not available,http://www.kicc.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://www.kicc.uk/contact/,False
2350,MASAB,Wednesbury,"One Community Organisation, Access House, Great Western St",WS10 7LE,-2.0274205,52.5503832,+44 20 3137 9930,Unavailable,not available,not available,False,not available,not available,http://masab.co.uk/,masab.co.uk@gmail.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://masab.co.uk/contact-us/,False
2351,lkhlass Masjid,Manchester,Halliwell Ln,M8 9FR,-2.2474064,53.5079714,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2352,Faizan-e-Madinah (Dawateislami),Bolton,42-48 Cannon St,BL3 5AP,-2.4423196,53.5717742,+44 7809 741786,Unavailable,not available,not available,False,not available,not available,https://bolton.faizanemadinah.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2353,Masjid Al-Salaam (Jummah & Weekends only),Birmingham,Unavailable,Unavailable,-1.8895257,52.4771827,Unavailable,Unavailable,not available,J,False,not available,not available,https://www.islaminaction.org/the-retreat,info@islaminaction.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2354,Rayners Lane Islamic Centre,Harrow,16A Village Way E,HA2 7LU,-0.3702002,51.5775538,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2356,Haverfordwest Mosque,Haverfordwest,1 Cherry Grove,SA61 2NZ,-4.965414099999999,51.8047069,+44 7595 998350,Unavailable,not available,not available,False,not available,not available,https://haverfordwestmosque.org.uk/,info@haverfordwestmosque.org.uk,not available,Unavailable,Unavailable,https://www.youtube.com/channel/UC-_yXual70JThymOZeblqOw/featured,Unavailable,Unavailable,https://haverfordwestmosque.org.uk/contact/,False
2357,Masjid Ibn Seereen,Bristol,"9, 13 Lower Ashley Rd",BS2 9QA,-2.5787571,51.4665769,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.islaminbristol.com/,Unavailable,not available,https://www.facebook.com/IslaminBristol-106086298106003,https://www.instagram.com/islaminbristol/,Unavailable,https://twitter.com/islaminbristol,Unavailable,https://www.islaminbristol.com/contact-us/,False
2358,Friday Prayer (Jummah Salah),Gloucester,Great Western Rd,GL1 3NN,-2.2306707,51.8666029,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2359,Prevent Security Limited,Hayes,23a Kenilworth Gardens,UB4 0AY,-0.4198175999999999,51.5235701,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2361,Al-Hafiz Academy,Stoke-on-Trent,3 Spring Garden Rd,ST3 2QN,-2.1351185,52.9835084,+44 7982 196566,Unavailable,not available,not available,False,not available,not available,https://m.facebook.com/people/Al-Hafiz-Academy/100064147715659/,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2362,Wirral Deen Centre,Birkenhead,371-375 Borough Rd,CH42 0HA,-3.0324632,53.385343,+44 7525 655618,Unavailable,not available,not available,False,not available,not available,http://www.wirraldeencentre.org.uk/,info@wirraldeencentre.org.uk,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,http://www.wirraldeencentre.org.uk/contact/,False
2363,Dar-Ul-Munawar Ghamkol Sharif,Rochdale,Derby St,OL11 1LS,-2.1506463,53.6083124,+44 1706 661811,Unavailable,not available,not available,False,not available,not available,https://rochdalemilaadcommittee.com/,mail@madniaqa.net,not available,https://www.facebook.com/RochdaleMilaadCommittee,Unavailable,https://www.youtube.com/channel/UC88P-nHJfFjGqlYbpS0-s7w,Unavailable,Unavailable,Unavailable,False
2364,Stanley Street Masjid,Wakefield,8 Stanley St,WF1 4NB,-1.4888649,53.6841817,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2365,beeston mandia central,Leeds,Harlech Grove,Unavailable,-1.5524871,53.7727783,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2366,Friday Prayer (Jummah Salah),Huntingdon,Hitchingbrooke,PE29 6NT,-0.2029694,52.3332959,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2367,High Hazels Community Mosque,Sheffield,285A Main Rd,S9 4QD,-1.408672,53.3851553,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2368,Friday Prayer (Jumu'ah),London,Unavailable,N4 2BP,-0.0914601999999999,51.5700756,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2369,Old Hill Masjid & Community Centre,Cradley Heath,221 Halesowen Rd,B64 6JE,-2.0667387,52.4747322,+44 1384 566203,Unavailable,not available,not available,False,not available,not available,http://oldhillmasjid.org/,info@oldhillmasjid.org,not available,https://en-gb.facebook.com/OldHillMasjid/,https://www.instagram.com/old.hill.masjid/,Unavailable,Unavailable,Unavailable,Unavailable,False
2370,Sheffield Grand Mosque,Sheffield,Grimesthorpe Rd,S4 8DE,-1.4408388,53.4047342,+44 114 322 0802,Unavailable,not available,not available,False,not available,not available,http://www.sheffieldgrandmosque.org/,iinfo@sheffieldgrandmosque.org,not available,Unavailable,https://www.instagram.com,Unavailable,https://twitter.com,Unavailable,https://sheffieldgrandmosque.co.uk/contact/,False
2371,"Jummah Salah in Prayer Room (in Faith and Community Centre, Level 1)",Birmingham,"Birmingham QE Hospital, Mindelsohn Way",B15 2QZ,-1.9415349,52.4515071,+44 121 371 4574,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2372,Cumnock Mosque,Cumnock,16 Ayr Rd,KA18 1DW,-4.2651295,55.4531561,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2373,Friday Prayer,Wolverhampton,Unavailable,Unavailable,-2.0931822,52.6013051,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2374,Madinatul Ilm,Oldham,24 Nugget St,OL4 1BN,-2.0965515,53.5387232,+44 7305 065443,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2375,Friday Prayer (Jummah Salah),Worcester,5RR9+GH,Unavailable,-2.1810715,52.1913418,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2376,Madina Islamic Centre Masjid,London,356 Cricklewood Ln,NW2 2QL,-0.1985096999999999,51.5629655,Unavailable,Unavailable,not available,not available,False,not available,not available,https://madinaislamiccentre.org/,info@madinaislamiccentre.org,not available,http://www.facebook.com,Unavailable,Unavailable,Unavailable,Unavailable,https://madinaislamiccentre.org/contact,False
2377,Imam Yusuf Motala Academy (IYMA),Bradford,68 Idle Rd,BD2 4NH,-1.7325903,53.8103241,+44 7771 635480,Unavailable,not available,not available,False,not available,not available,http://iyma.org.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://iyma.org.uk/contact-us/,False
2378,Mosque - Islamic Prayer Rooms - Lancaster University,Lancaster,Ash House,LA1 4YT,-2.7862717,54.011946,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2380,Medway Hospital Area Mosque,Gillingham,Windmill Rd,ME7 5NY,0.5416271,51.3795997,+44 1634 833816,Unavailable,not available,not available,False,not available,not available,https://www.medway.nhs.uk/services/spiritual-care.htm,medwayft.complaints@nhs.net,not available,https://www.facebook.com/MedwayNHS/,https://www.instagram.com/medwaynhs,Unavailable,https://twitter.com/Medway_NHS_FT,https://www.linkedin.com/company/medway,https://www.medway.nhs.uk/contact-us/appointment-queries/,False
2381,Jami Masjid Nottingham Mosque,Nottingham,24 Gladstone St,NG7 6GA,-1.1738401,52.9709589,+44 7534 895338,Unavailable,not available,not available,False,not available,not available,http://www.muslimfoundation.co.uk/,jamimasjidmuslim@outlook.com,not available,https://www.facebook.com/JamiaManzarulIslam,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2382,Dorset Road Mosque,London,105-107 Dorset Rd,SW8 1AB,-0.1186311,51.4789497,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2383,Masjid e Umar Bolton,Bolton,Monton St,BL3,-2.4368403,53.5621243,+44 7830 523555,Unavailable,not available,not available,False,not available,not available,http://mosquefinder.co.uk/masjid-e-umar-bolton.html,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://mosquefinder.co.uk/contact-us,False
2384,Masjid Omar Faruq (Mosque in Welling DA16),Welling,"1st Floor, 51a Upper Wickham Ln",DA16 3AD,0.1088184,51.4641941,07775 613612,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2385,Faizan e Madinah Sheffield,Sheffield,"The Old Library, Firth Park Rd",S5 6WS,-1.4442336,53.4128567,+44 7405 034463,Unavailable,not available,not available,False,not available,not available,https://dawateislamiyorkshire.co.uk/,yorkshire@dawateislamiuk.net,not available,https://www.facebook.com/DIYorkshireReg/,https://www.instagram.com/diyorkshirereg/,https://www.youtube.com/@DIYorkshireReg,https://twitter.com/DIYorkshireReg,Unavailable,https://dawateislamiyorkshire.co.uk/contact-us/,False
2386,The City Retreat,Leicester,74 Church Gate,LE1 4AL,-1.1350485,52.6382208,+44 116 319 4957,Unavailable,not available,not available,False,not available,not available,http://cityretreat.org/,info@cityretreat.org,not available,https://www.facebook.com/CityRetreatLeicester/,https://www.instagram.com/thecityretreat/?hl=en,https://www.youtube.com/c/CityRetreatLeicester,Unavailable,Unavailable,https://cityretreat.org/contact/,False
2387,Friday Prayer (Jummah Salah),Shrewsbury,"Royal Shrewsbury Hosp Block, 5 Mytton Oak Rd",SY3 8XG,-2.7917642,52.709443,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2388,South Croydon Islamic Centre,South Croydon,132 Addington Rd,CR2 8LA,-0.0628837,51.3422478,+44 7786 135079,Unavailable,not available,not available,False,not available,not available,https://southcroydonislamiccentre.org.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://southcroydonislamiccentre.org.uk/#contact,False
2389,🕌 NMC CENTRE & MASJID,Northwich,5 Church Rd,CW9 5NT,-2.5061277,53.2622738,+44 7943 230030,Unavailable,not available,not available,False,not available,not available,https://northwichmasjid.wordpress.com/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://northwichmasjid.wordpress.com/contact/,False
2390,Friday Prayer (Jumu'ah) run by Taqwaa Social and Cultural Society,Orpington,"St Francis of Assisi Church, Greencourt Rd",Unavailable,0.0824579999999999,51.3895953,Unavailable,Unavailable,not available,not available,False,not available,not available,http://www.tscs.org.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,http://tscs.org.uk/contact.php,False
